seed	H	W	C
9435	46	32	6
9436	92	35	5
9437	77	62	5
9438	80	97	6
9439	72	89	3
9440	61	52	2
9441	16	47	6
9442	28	18	4
9443	45	88	6
9444	81	20	3
9445	14	79	6
9446	61	12	6
9447	70	35	4
9448	20	95	6
9449	45	20	2
9450	58	15	3
9451	14	86	3
9452	46	18	2
9453	94	30	4
9454	32	59	3
9455	92	14	6
9456	42	68	3
9457	28	19	2
9458	58	17	6
9459	24	17	4
9460	25	68	6
9461	35	14	5
9462	32	48	5
9463	24	21	2
9464	22	38	5
9465	34	48	6
9466	76	37	4
9467	87	20	4
9468	100	84	5
9469	68	19	2
9470	27	26	5
9471	96	90	4
9472	32	79	4
9473	29	54	6
9474	30	35	6
9475	50	83	2
9476	26	59	4
9477	36	82	4
9478	54	55	4
9479	95	24	2
9480	35	70	5
9481	21	82	2
9482	66	15	4
9483	64	21	3
9484	68	38	5
9485	82	11	2
9486	90	68	3
9487	31	88	5
9488	81	58	6
9489	74	28	3
9490	100	63	5
9491	51	100	4
9492	14	92	3
9493	78	76	4
9494	68	95	4
9495	22	95	5
9496	36	43	3
9497	71	18	4
9498	20	67	5
9499	79	26	2
9500	23	32	3
9501	83	70	2
9502	90	44	3
9503	90	18	5
9504	78	81	4
9505	59	14	3
9506	58	85	2
9507	42	79	3
9508	74	47	3
9509	92	92	5
9510	72	74	2
9511	72	69	3
9512	77	14	5
9513	91	36	3
9514	12	45	6
9515	30	15	2
9516	74	76	5
9517	60	14	4
9518	16	46	5
9519	60	71	3
9520	80	92	2
9521	15	96	3
9522	76	99	3
9523	44	94	5
9524	50	90	2
9525	61	76	6
9526	15	56	5
9527	27	22	3
9528	98	90	6
9529	12	42	2
9530	16	13	6
9531	52	65	5
9532	43	64	6
9533	81	86	3
9534	70	16	3
9535	40	14	2
9536	59	18	4
9537	34	94	6
9538	37	84	2
9539	12	63	4
9540	25	18	3
9541	50	83	5
9542	34	36	6
9543	42	67	3
9544	72	33	2
9545	79	28	6
9546	72	89	4
9547	30	67	5
9548	75	98	4
9549	40	71	4
9550	84	84	6
9551	61	34	4
9552	52	11	2
9553	39	46	6
9554	25	92	5
9555	15	14	2
9556	20	49	2
9557	79	94	4
9558	86	71	2
9559	78	78	6
9560	74	32	6
9561	79	32	2
9562	24	38	4
9563	67	98	4
9564	70	95	6
9565	47	16	2
9566	15	22	6
9567	50	71	4
9568	40	18	6
9569	74	69	3
9570	70	50	5
9571	44	85	5
9572	68	64	5
9573	42	10	2
9574	18	58	5
9575	40	99	4
9576	42	75	4
9577	64	79	6
9578	64	11	2
9579	29	20	6
9580	31	30	2
9581	93	24	4
9582	32	77	4
9583	84	17	2
9584	52	63	3
9585	40	87	6
9586	70	11	5
9587	99	76	4
9588	64	91	2
9589	37	98	6
9590	10	52	6
9591	90	97	6
9592	30	61	6
9593	79	48	5
9594	21	34	4
9595	21	92	3
9596	58	11	3
9597	55	86	2
9598	54	19	3
9599	73	10	2
9600	88	78	6
9601	86	77	4
9602	66	74	2
9603	15	14	4
9604	76	96	4
9605	62	29	5
9606	89	96	3
9607	16	55	6
9608	25	42	5
9609	70	89	5
9610	70	32	5
9611	22	24	2
9612	36	35	2
9613	38	93	3
9614	74	87	5
9615	51	76	5
9616	38	77	2
9617	86	48	5
9618	82	46	2
9619	88	21	6
9620	92	97	2
9621	86	39	2
9622	40	39	2
9623	48	56	4
9624	76	19	5
9625	90	98	4
9626	88	43	6
9627	92	75	2
9628	14	43	4
9629	83	84	3
9630	72	49	3
9631	63	88	4
9632	22	75	4
9633	36	53	5
9634	47	12	2
9635	78	41	3
9636	32	80	2
9637	13	28	4
9638	58	27	2
9639	14	63	3
9640	22	83	5
9641	75	26	3
9642	28	74	4
9643	84	72	4
9644	18	37	6
9645	78	23	6
9646	67	82	2
9647	18	72	6
9648	52	72	3
9649	44	16	6
9650	80	81	3
9651	84	47	6
9652	69	100	5
9653	76	82	3
9654	25	12	2
9655	76	21	2
9656	69	26	4
9657	30	66	2
9658	96	79	4
9659	72	85	4
9660	74	99	4
9661	72	87	4
9662	41	96	2
9663	49	24	5
9664	62	83	5
9665	24	83	4
9666	24	47	4
9667	45	44	5
9668	78	90	6
9669	86	61	2
9670	74	49	4
9671	21	82	4
9672	89	54	2
9673	66	48	3
9674	11	72	6
9675	44	89	4
9676	35	60	2
9677	66	41	4
9678	79	10	6
9679	93	54	5
9680	20	76	4
9681	52	88	3
9682	79	40	3
9683	41	42	2
9684	32	96	2
9685	48	34	2
9686	15	38	2
9687	27	62	3
9688	50	75	2
9689	86	91	5
9690	30	40	2
9691	50	63	3
9692	51	36	3
9693	44	51	2
9694	12	28	4
9695	90	20	4
9696	61	72	2
9697	88	91	2
9698	37	90	5
9699	78	96	4
9700	86	31	3
9701	46	67	2
9702	80	45	6
9703	15	64	4
9704	52	24	6
9705	64	64	4
9706	28	78	6
9707	90	98	3
9708	53	70	3
9709	100	98	3
9710	12	77	5
9711	60	40	3
9712	61	76	2
9713	91	48	3
9714	98	24	4
9715	94	45	5
9716	16	76	3
9717	26	23	3
9718	78	11	5
9719	16	79	4
9720	34	65	6
9721	97	50	6
9722	24	69	3
9723	59	62	6
9724	73	62	5
9725	31	62	4
9726	80	78	4
9727	74	77	6
9728	28	42	4
9729	69	76	5
9730	68	21	6
9731	34	61	4
9732	42	91	3
9733	61	72	3
9734	52	40	2
9735	20	59	4
9736	76	27	4
9737	34	54	3
9738	59	66	5
9739	66	80	3
9740	89	88	4
9741	58	95	3
9742	36	72	6
9743	97	36	4
9744	74	55	4
9745	88	44	3
9746	66	70	5
9747	89	56	4
9748	89	70	6
9749	88	95	3
9750	60	94	3
9751	67	44	2
9752	37	100	6
9753	89	68	6
9754	99	34	5
9755	70	60	5
9756	85	100	4
9757	80	97	4
9758	78	94	2
9759	60	72	5
9760	86	97	5
9761	92	97	2
9762	94	93	5
9763	59	62	4
9764	94	73	2
9765	54	49	4
9766	48	90	4
9767	50	57	2
9768	50	100	3
9769	88	81	4
9770	69	66	3
9771	91	34	3
9772	83	12	4
9773	79	14	4
9774	88	73	2
9775	48	21	5
9776	64	45	3
9777	71	64	6
9778	78	80	3
9779	21	98	2
9780	62	41	5
9781	26	90	3
9782	60	91	3
9783	18	90	6
9784	95	26	4
9785	50	95	2
9786	91	56	4
9787	25	10	3
9788	80	26	5
9789	35	38	4
9790	50	88	2
9791	21	20	4
9792	56	19	3
9793	80	31	5
9794	70	98	2
9795	75	40	4
9796	46	69	6
9797	56	21	4
9798	52	98	6
9799	58	39	5
9800	84	87	2
9801	80	95	6
9802	69	32	5
9803	13	90	4
9804	87	64	3
9805	36	86	6
9806	81	78	6
9807	67	36	6
9808	91	50	3
9809	42	100	2
9810	53	98	5
9811	67	56	5
9812	46	81	4
9813	24	29	3
9814	73	42	5
9815	50	84	3
9816	68	98	6
9817	11	96	3
9818	25	92	3
9819	67	48	5
9820	75	96	2
9821	98	72	2
9822	46	92	6
9823	14	39	3
9824	80	27	6
9825	90	45	6
9826	70	59	2
9827	68	59	4
9828	10	55	2
9829	54	83	3
9830	97	36	2
9831	66	71	3
9832	45	78	3
9833	100	54	4
9834	92	66	3
9835	76	45	2
9836	68	76	2
9837	24	79	6
9838	35	62	5
9839	52	47	4
9840	46	76	4
9841	52	51	3
9842	97	24	6
9843	20	10	4
9844	24	36	6
9845	10	56	5
9846	52	70	6
9847	48	65	4
9848	27	76	2
9849	84	62	4
9850	11	54	2
9851	96	17	5
9852	58	96	5
9853	35	50	3
9854	39	48	4
9855	32	72	4
9856	45	36	4
9857	16	35	5
9858	99	26	5
9859	11	58	2
9860	79	96	6
9861	70	16	3
9862	46	45	6
9863	50	95	2
9864	62	24	3
9865	23	78	5
9866	54	33	3
9867	86	89	6
9868	34	93	2
9869	88	60	3
9870	57	38	2
9871	30	77	6
9872	12	40	3
9873	84	50	5
9874	29	24	3
9875	46	11	4
9876	18	77	4
9877	77	82	5
9878	98	43	6
9879	62	49	4
9880	10	82	6
9881	82	46	5
9882	12	35	6
9883	29	58	4
9884	64	34	5
9885	92	91	5
9886	96	12	5
9887	60	68	3
9888	42	49	6
9889	34	59	6
9890	52	64	5
9891	46	33	3
9892	63	40	2
9893	29	26	4
9894	44	89	3
9895	33	88	6
9896	38	65	3
9897	23	44	3
9898	12	56	6
9899	82	58	2
9900	24	83	6
9901	98	35	5
9902	80	60	3
9903	50	94	6
9904	14	38	2
9905	28	67	6
9906	62	52	6
9907	72	19	3
9908	16	68	5
9909	71	68	3
9910	19	58	4
9911	22	96	2
9912	76	15	2
9913	68	28	6
9914	98	80	3
9915	68	69	4
9916	47	88	3
9917	34	96	4
9918	43	50	3
9919	76	72	3
9920	15	84	2
9921	28	21	5
9922	18	40	6
9923	82	57	6
9924	21	44	6
9925	48	41	3
9926	29	90	4
9927	70	39	5
9928	53	100	5
9929	84	100	4
9930	86	48	2
9931	39	80	3
9932	30	11	2
9933	99	100	5
9934	44	57	6
9935	70	75	5
9936	39	22	4
9937	68	95	6
9938	10	100	3
9939	20	47	5
9940	52	56	3
9941	33	90	3
9942	22	66	2
9943	28	23	2
9944	40	62	6
9945	70	62	5
9946	36	26	2
9947	33	96	4
9948	28	82	6
9949	16	29	4
9950	31	98	4
9951	93	42	5
9952	68	29	4
9953	58	64	4
9954	100	32	3
9955	36	77	6
9956	94	77	4
9957	52	76	6
9958	30	67	4
9959	67	84	5
9960	56	79	2
9961	49	38	2
9962	69	98	4
9963	75	96	5
9964	95	40	5
9965	37	68	3
9966	31	50	2
9967	57	32	6
9968	86	25	4
9969	52	28	6
9970	82	70	6
9971	47	92	4
9972	48	64	6
9973	27	28	6
9974	29	34	5
9975	86	24	6
9976	26	83	3
9977	21	48	5
9978	59	92	3
9979	59	100	6
9980	12	85	6
9981	29	70	3
9982	100	100	6
9983	70	10	6
9984	90	61	6
9985	34	66	2
9986	64	15	4
9987	67	80	3
9988	69	46	6
9989	28	27	3
9990	16	25	6
9991	15	78	6
9992	51	32	6
9993	65	96	6
9994	10	23	2
9995	94	85	5
9996	83	10	5
9997	14	76	3
9998	96	11	5
9999	62	91	3
10000	36	55	5
